x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.09461942315101624,0.8762512803077698,-3.620152426719869e-07,0.1669662743806839,0.844544529914856,-0.019195150583982468,0.22550949454307556,0.7634432911872864,-0.022356878966093063,0.24721652269363403,0.6717556715011597,-0.02450648322701454,0.24475836753845215,0.6070711016654968,-0.020939210429787636,0.19205768406391144,0.6838647127151489,-0.005106146447360516,0.2006361335515976,0.6229414939880371,-0.029307536780834198,0.19304212927818298,0.6952577233314514,-0.03749058023095131,0.1861722469329834,0.7250163555145264,-0.03891719877719879,0.14886018633842468,0.6765466928482056,-0.005372968502342701,0.15711624920368195,0.6184536218643188,-0.03373677656054497,0.1569642424583435,0.7030453681945801,-0.037504758685827255,0.15093310177326202,0.7242290377616882,-0.033390358090400696,0.10599644482135773,0.6824844479560852,-0.009611839428544044,0.11444087326526642,0.6205927133560181,-0.04158003628253937,0.1218205913901329,0.7065232992172241,-0.027861518785357475,0.117971271276474,0.7341122031211853,-0.010523311793804169,0.05926341563463211,0.696237325668335,-0.014818956144154072,0.07498631626367569,0.6538692712783813,-0.035730473697185516,0.08668375015258789,0.7137098908424377,-0.023056093603372574,0.08469091355800629,0.7389038801193237,-0.007633820176124573,A
0.09639772772789001,0.8746207356452942,-3.5538900533538254e-07,0.1679220199584961,0.842728853225708,-0.019695859402418137,0.2263292819261551,0.7617166638374329,-0.023531511425971985,0.24767747521400452,0.6696940660476685,-0.026221003383398056,0.2449413686990738,0.6051996946334839,-0.02329995110630989,0.19248363375663757,0.6829153299331665,-0.00713498005643487,0.2005549669265747,0.6219558119773865,-0.03166089579463005,0.1937517523765564,0.6944466233253479,-0.03968910127878189,0.18729694187641144,0.7232407927513123,-0.04111663997173309,0.1489642858505249,0.6760365962982178,-0.007502424065023661,0.15722888708114624,0.6173996925354004,-0.035808857530355453,0.15762324631214142,0.7024394869804382,-0.03889787569642067,0.15146495401859283,0.722554624080658,-0.03448672592639923,0.10598108172416687,0.6822329163551331,-0.011854810640215874,0.11452089250087738,0.6203922629356384,-0.0442044734954834,0.12227828800678253,0.7062419056892395,-0.030263124033808708,0.11804609000682831,0.7324722409248352,-0.01286402065306902,0.05923707038164139,0.6961224675178528,-0.017164725810289383,0.07499181479215622,0.6540008783340454,-0.03842433914542198,0.08700715005397797,0.7132652401924133,-0.025818439200520515,0.08463071286678314,0.7374479174613953,-0.010561796836555004,A
0.09323999285697937,0.8832858800888062,-3.4831984407901473e-07,0.16646255552768707,0.8468306064605713,-0.017387786880135536,0.2248876392841339,0.7682562470436096,-0.019949067384004593,0.24590235948562622,0.6780204176902771,-0.021949250251054764,0.24304132163524628,0.6135485172271729,-0.01882544532418251,0.1908738911151886,0.6903826594352722,-0.0030059567652642727,0.1996348798274994,0.6324650645256042,-0.025826795026659966,0.19359341263771057,0.7010476589202881,-0.034070298075675964,0.1886909157037735,0.7275736927986145,-0.03624766319990158,0.14777711033821106,0.6826101541519165,-0.004007319919764996,0.15556363761425018,0.6255592703819275,-0.031436577439308167,0.15505360066890717,0.7066810131072998,-0.03594445437192917,0.14939354360103607,0.7282385230064392,-0.03287998214364052,0.10491624474525452,0.6881631016731262,-0.00875465665012598,0.1126771867275238,0.6271700859069824,-0.04015903174877167,0.11909182369709015,0.7105686664581299,-0.02805013582110405,0.11501102149486542,0.7388780117034912,-0.012087870389223099,0.05814174562692642,0.702360212802887,-0.014265942387282848,0.07252128422260284,0.6622005105018616,-0.03498724102973938,0.08485730737447739,0.7188567519187927,-0.02364015020430088,0.08384242653846741,0.7433701753616333,-0.009446380659937859,A
0.09491149336099625,0.877817690372467,-3.828466219601978e-07,0.1690390408039093,0.8507272005081177,-0.0179187823086977,0.2285352647304535,0.766485333442688,-0.019342463463544846,0.24973911046981812,0.6762659549713135,-0.019740385934710503,0.2466934323310852,0.6151111125946045,-0.015018661506474018,0.19471080601215363,0.6891615986824036,-0.004722085315734148,0.20328950881958008,0.6307631134986877,-0.028080247342586517,0.19516274333000183,0.7011759281158447,-0.036555953323841095,0.18945570290088654,0.7311158776283264,-0.03862796351313591,0.15124055743217468,0.6826940178871155,-0.005178890191018581,0.16014769673347473,0.6245052218437195,-0.032720111310482025,0.1588667780160904,0.7073919773101807,-0.03648388385772705,0.1531066596508026,0.730941891670227,-0.03254282847046852,0.10857230424880981,0.6882191896438599,-0.009517376311123371,0.11695577204227448,0.6268192529678345,-0.041264764964580536,0.12269643694162369,0.7114256620407104,-0.028767624869942665,0.11872010678052902,0.7395233511924744,-0.012492752633988857,0.062397442758083344,0.7007185220718384,-0.014621304348111153,0.07753642648458481,0.6591927409172058,-0.036060016602277756,0.08698736131191254,0.7194267511367798,-0.02447371743619442,0.08464165031909943,0.7453907132148743,-0.010094817727804184,A
0.09800384938716888,0.8746797442436218,-3.538972350725089e-07,0.1697385609149933,0.8487505316734314,-0.019474579021334648,0.2295004427433014,0.7656852006912231,-0.02207641303539276,0.25145024061203003,0.6743906140327454,-0.023280031979084015,0.24785137176513672,0.6126142144203186,-0.018977956846356392,0.19577932357788086,0.6863701939582825,-0.006947241723537445,0.20405682921409607,0.6282410621643066,-0.030809640884399414,0.19678589701652527,0.6998520493507385,-0.03888525441288948,0.19081240892410278,0.7286285758018494,-0.040609002113342285,0.15226329863071442,0.6800642013549805,-0.007010118570178747,0.16067612171173096,0.6223439574241638,-0.03526975214481354,0.16061905026435852,0.7071093320846558,-0.0386614128947258,0.15457233786582947,0.7284553050994873,-0.03437681496143341,0.10931301862001419,0.6860771775245667,-0.01097472757101059,0.11787440627813339,0.6252762675285339,-0.04341285675764084,0.12494540214538574,0.7109325528144836,-0.030087320134043694,0.12048071622848511,0.7371092438697815,-0.013115481473505497,0.06270269304513931,0.6986415386199951,-0.015841824933886528,0.07866232097148895,0.6591768264770508,-0.037382081151008606,0.08936354517936707,0.717863917350769,-0.02546852082014084,0.08611705899238586,0.7404453754425049,-0.010816862806677818,A
0.09838495403528214,0.8752298951148987,-3.47554845347986e-07,0.17055021226406097,0.8459409475326538,-0.019608046859502792,0.22921985387802124,0.7656545042991638,-0.022663475945591927,0.24990031123161316,0.6744592189788818,-0.024402085691690445,0.24861791729927063,0.6106563210487366,-0.020590253174304962,0.19552795588970184,0.686413049697876,-0.006412188056856394,0.2054210603237152,0.626309335231781,-0.03019469976425171,0.19838961958885193,0.6980940103530884,-0.03782648593187332,0.19106578826904297,0.7275910377502441,-0.038960643112659454,0.1524813026189804,0.6796770095825195,-0.006277185864746571,0.16170451045036316,0.6203441023826599,-0.034540921449661255,0.16147524118423462,0.7057667970657349,-0.038115546107292175,0.15455371141433716,0.7284289002418518,-0.03367608040571213,0.10964509099721909,0.6857514977455139,-0.010008817538619041,0.11885404586791992,0.6246729493141174,-0.04238000884652138,0.12597568333148956,0.7104648351669312,-0.029260506853461266,0.12120319902896881,0.737699568271637,-0.012058520689606667,0.06271565705537796,0.6994343400001526,-0.01457979716360569,0.07899201661348343,0.6582394242286682,-0.03597816452383995,0.09068948030471802,0.7168903350830078,-0.02396913804113865,0.08787259459495544,0.7408792972564697,-0.008956307545304298,A
0.09857332706451416,0.8762243390083313,-3.6215519116922223e-07,0.1701124757528305,0.8477805256843567,-0.019921310245990753,0.22940537333488464,0.7662593126296997,-0.023071791976690292,0.250597208738327,0.6732803583145142,-0.024796470999717712,0.24809931218624115,0.6090450286865234,-0.020893096923828125,0.1960226595401764,0.6866326332092285,-0.007495993282645941,0.2050626426935196,0.6260127425193787,-0.03147649019956589,0.19813454151153564,0.6978480219841003,-0.03894520923495293,0.19113945960998535,0.7271764278411865,-0.03997206315398216,0.15256720781326294,0.6795091032981873,-0.007322654593735933,0.16131208837032318,0.6199951171875,-0.03583711385726929,0.1612803339958191,0.7055402994155884,-0.03906375542283058,0.15441879630088806,0.7277652621269226,-0.03447042033076286,0.10969537496566772,0.6852318048477173,-0.011010770685970783,0.11851084232330322,0.6235179901123047,-0.043498408049345016,0.12574082612991333,0.7097076773643494,-0.029833577573299408,0.12086305022239685,0.737045407295227,-0.012386232614517212,0.0628044530749321,0.6984052062034607,-0.015600785613059998,0.0789518803358078,0.6562281847000122,-0.03696409985423088,0.09045925736427307,0.7152437567710876,-0.024659475311636925,0.08748915046453476,0.7393405437469482,-0.009535366669297218,A
0.09715287387371063,0.8782798051834106,-3.5166991096957645e-07,0.16935767233371735,0.8474606871604919,-0.02057734876871109,0.2287738025188446,0.7667472958564758,-0.024308936670422554,0.2502479553222656,0.6746600270271301,-0.026732586324214935,0.2476930320262909,0.6094540357589722,-0.023532524704933167,0.19543910026550293,0.6865251064300537,-0.00625807698816061,0.20391994714736938,0.6257779598236084,-0.030722133815288544,0.19691121578216553,0.6977319717407227,-0.038997918367385864,0.19013024866580963,0.7273632287979126,-0.040410496294498444,0.15215738117694855,0.6790823936462402,-0.00588228227570653,0.16056492924690247,0.6204293966293335,-0.03453047573566437,0.1604139804840088,0.7057833671569824,-0.03829425200819969,0.1538715809583664,0.7280759811401367,-0.03397149592638016,0.10924747586250305,0.684725284576416,-0.009595760144293308,0.11801349371671677,0.6229230165481567,-0.042108774185180664,0.1251935511827469,0.7089470028877258,-0.028794433921575546,0.12072457373142242,0.7368919253349304,-0.011425438337028027,0.06233823299407959,0.6981921195983887,-0.01433116290718317,0.07828981429338455,0.6555579900741577,-0.03571293503046036,0.09004156291484833,0.714373767375946,-0.02352401614189148,0.08755587041378021,0.7392749190330505,-0.008291060104966164,A
0.09694366157054901,0.876992404460907,-3.757449462682416e-07,0.1688990294933319,0.8494411110877991,-0.020268337801098824,0.22917398810386658,0.7671712040901184,-0.023603547364473343,0.2505791485309601,0.6738333106040955,-0.025568190962076187,0.247829407453537,0.6094416379928589,-0.021864285692572594,0.19605587422847748,0.6875065565109253,-0.007200663443654776,0.20382772386074066,0.6261254549026489,-0.03202614560723305,0.19659361243247986,0.6978881359100342,-0.04044323042035103,0.19056490063667297,0.7269681096076965,-0.0420796163380146,0.15234050154685974,0.6806985139846802,-0.007040379103273153,0.16022032499313354,0.6214861869812012,-0.03573641553521156,0.16022242605686188,0.7063666582107544,-0.038982924073934555,0.15426665544509888,0.7274564504623413,-0.03451623395085335,0.1095772534608841,0.6859673857688904,-0.011011556722223759,0.11776868253946304,0.6232015490531921,-0.04371658340096474,0.12481343746185303,0.7095479369163513,-0.030132930725812912,0.12078740447759628,0.7368476390838623,-0.012855291366577148,0.06309134513139725,0.6980707049369812,-0.01601138897240162,0.07833535224199295,0.6568877696990967,-0.037832725793123245,0.08971044421195984,0.7165576815605164,-0.026005282998085022,0.08763781189918518,0.7409305572509766,-0.011207668110728264,A
0.097666434943676,0.8777925968170166,-3.5807022413791856e-07,0.168640598654747,0.8491350412368774,-0.020268462598323822,0.22902417182922363,0.7685768604278564,-0.023950453847646713,0.24983271956443787,0.6750776767730713,-0.026272425428032875,0.24677197635173798,0.6099647283554077,-0.02303856611251831,0.1954854279756546,0.6889227628707886,-0.007746745366603136,0.20255394279956818,0.6278086304664612,-0.032572027295827866,0.1959865689277649,0.6988430023193359,-0.04075224697589874,0.1901654452085495,0.7281266450881958,-0.042171914130449295,0.15192143619060516,0.6814991235733032,-0.007799589540809393,0.15904048085212708,0.6222191452980042,-0.03655703365802765,0.15938270092010498,0.7070391774177551,-0.03984231874346733,0.15331505239009857,0.7284372448921204,-0.03538576513528824,0.10905508697032928,0.6867357492446899,-0.011892804875969887,0.11654449999332428,0.6241675615310669,-0.04471060633659363,0.1238105520606041,0.7104572057723999,-0.031097082421183586,0.11938297748565674,0.7375832200050354,-0.013805472292006016,0.06179731339216232,0.699195146560669,-0.0169856995344162,0.07611388713121414,0.6588618159294128,-0.03884211182594299,0.0880410224199295,0.7176306247711182,-0.027019131928682327,0.08581488579511642,0.7407084703445435,-0.01224471814930439,A
